Author	Year	Title	Publication Type
SPSS	2012	Introduction to SPSS for Windows (Version 19.0).	Handout
Senderowitz, J., Paxman, J. M.	1985	Adolescent Fertility: Worldwide Concerns.	Journal Article
Scally, G.	2002	Teenage pregnancy is a public health, not a clinical problem.	Journal Article
Smith, S.	2002	Too much too young? In Nepal more a case of too little, too young.	Journal Article
Stuart, E.	2013	A look at teen pregnancy around the world.	Online
Suellentrop, K.	2010	The Costs and Consequences of Teen Childbearing.	Presentation
United Nations Population Fund	2013	Motherhood in Childhood: Facing the Challenge of Adolescent Pregnancy.	X
United Nations Population Fund	2013	World Population Day2013 Focuses on Adolescent Pregnancy.	Statement
World Health Organization	2010	Trends in Maternal Mortality: 1990 to 2008.	X
World Health Organization	2012	Early marriages, adolescent and young pregnancies.	Report
World Health Organization	2014	Adolescent pregnancy	Fact Sheet
Anderson, D.	1998	Abortion, women's health and fertility	Journal Article
Bongaarts, J.	1978	A framework for analyzing the proximate determinants of fertility	Journal Article
Bongaarts, J., & Potter, R.	1983	Fertility behaviour: An analysis of the proximate determinants	Monograph
Bongaarts, J.	2001	Fertility and reproductive preferences in post-transitional societies	X
Bongaarts, J.	2005	The causes of stalling fertility transitions	Monograph
Bongaarts, J., & Watkins, S.	1996	Social interactions and contemporary fertility transitions	Journal Article
Brown, R., Norville, C.	2001	Theories of fertility	Report
Cabigon, J.	X	Abortion and contraception: their role  in explaining Philippine fertility change	X
Cabigon, J.	1996	Abortion: its prevalenceand covariates based on a cluster survey in Metro Manila	Report
Caldwell, J.	1982	Theory of fertility decline	Monograph
Casterline, J., Domingo, L., Zablan, Z.	1988	Trends in fertility in the Philippines: an integrated Analysis of Four Surveys	Report
Central Bureau of Statistics, Ministry of Health, & ORC Macro	2004	Kenya demographic and health Survey 2003	Monograph
Cleland, J., & Wilson, C.	1987	Demand theories of the fertility transition: an iconoclastic review	Journal Article
Costello, M., & Casterline, J.	2003	Fertility decline in the Philippines: current status, future reports	Monograph
Davis, K., & Blake, J.	1956	Social structure and fertility: an analytic framework	Journal Article
De Guzman, E.	1984	Determinants of nuptiality in the Philippines: some new findings	X
Dissanayake, L.	1996	Relative impact of starting, spacing and stopping fertility behavior in Sri Lanka Glurch Gate: SNDT	Journal Article
Easterlin, R.	1975	An economic framework for fertility analysis	Journal Article
Engracia, L., & Herrin, A.	1984	Female work participation and fertility in the Philippines	Monograph
Go, E., Palmore, J., Tabije, T., Reolalas, A.	1995	Regional variations in Philippine fertility: an exposure analysis for 1993	Monograph
Hajnal, J.	1953	Age at marriage and proportions marrying	Journal Article
Herrin, A.	1979	Rural electrification and ferility change in the Southern Philippines	Journal Article
Islam, N., & Islam, M.	1990	Biological and behavioral determinants of fertility in Bangladesh: 1975-1989	Monograph
Jejeebhoy, S.	1995	Women's education, autonomy and reproductive behavior: experience from developing countries	Monograph
Juarez, F.	2005	The incidence of induced abortion in the Philippines: current level and recent trends	Journal Article
Kabamalan, M.	2004	New path to marriage: the significance of increasing cohabitation in the Philippines	Journal Article
Kabamalan, M.	2008	Personal communication	X
Laing, J.	1978	Estimating the effects of contraceptive use on fertility techniques and findings from the 1974 Philippine National Acceptor Survey	Journal Article
LLoyd, C.	1991	The contribution of the world fertility surveys to an understanding of the relatioship between women's work and fertility	Journal Article
Luo, S.	2004	Women's work and timing of second birth in the Philippines	Thesis
Maitra, P.	2004	Effect of socioeconomic characteristics on age at marriage and total fertility in Nepal	Journal Article
National Statistics Office, & ORC Macro	2004	Demographic and Health Survey 2003	Monograph
National Statistics Office, Department of Health, & Macro International Inc	1999	Demographic and Health Survey 1998	Monograph
National Statistics Office, & Macro International Inc.	1994	Demographic and Health Survey 1993	Monograph
Natividad, J., & Marquez, M.	2004	Social risk behaviors	Report
Notestein, F.	1953	Economic problems of population change.	Monograph
Ogena, N., & Reolalas, A.	2006	Povery, fertility and family planning in the Philippines: effects and counterfactual simulations	Monograph
Ogena, N., & Kabamalan, M.	X	Marital arrangements in a flux? union formation in selected areas in the Philippines	Report
Orbeta, A.	2002	Population and poverty: a review of the links, evidence and implications  for the Philippines	X
Peng, T.	2002	Social, economic and ethnic fertility differentials in peninsular Malaysia	X
Perez, A.	1994	Fertility in the Philippines: what the 1993 National Demographic Survey say	X
Potter, J., Schmertmann, C., & Cavenaghi, S.	2002	Fertility and development: evidence from Brazil	Journal Article
Pritchett, L.	1994	Desired fertility and the impact of population policies	Journal Article
RAND Abstracts	1997	Contraception and fertility in Zimbabwe	Monograph
Raymundo, C.	1980	A study of the risk facors affecting the Filipino mothers' decision to breastfeed	Dissertation
Raymundo, C.	1980	An analysis of the covariates of the duration of breastfeeding	Dissertation
Raymundo, C.	1981	The roles of lactation and contraceptive practices in the fertility of the Filipino women.	Paper
Raymundo, C., Perez, A., Nazario, M., & Mason, K.	1993	Female education and fertility in the Philippines: why the two are linked	Report
Raymundo, C.	2001	Unsafe abortion in the Philippines: a threat to public health	Research
Raymundo, C., & Cruz, G.	2004	Youth sex and risk behaviors in the Philippines	Report
Razzaque, A., Islam, M., & Alam, N.	1998	Contraception among limiters and spacers in Matlab, Bangladesh	Journal Article
Rosenzweig, M.	1977	Female work: experience, employment status, and birth expectation: sequential decision-making in the Philippines	Journal Article
Rossman, I.	1967	Sex, family and birth control	Monograph
Sasota, R.	2007	An analysis of poverty, family planning practice and fertility in the Bicol region	Thesis
Sen, A.	1999	Development as freedom	Monograph
Sibanda, A.	2003	The proximate determinants of the decline to below replacement fertility in Addis Ababa, Ethiopia	Journal Article
Susheela S., & Sedgh, G.	1997	The relationship of abortion to trends in contraception and fertility in Brazil, Colombia and Mexico	Journal Article
Singh, S.	2006	Unintended prgnancy and induced aboriton in the Philippines: causes and consequences	Monograph
Stover, J.	1997	Revising the proximate determinants of fertility framework: what have we learned in the past twenty years?	X
United Nations	1983	Manual X: indirect techniques for demographic estimation	Monograph
Zlidar, V., & Gardner, R.	2001	Why increasing contraceptive use doesn't always result in an immediate decline in total fertility rate	Monograph
X	X	X	Online
X	X	X	Online
X	X	X	Online
Aliya H., & Lubna, S.	2000	Determinants of internal migration in Pakistan: Evidence from the labour force survey, 1996-97.	X
Andersen L. E.	2002	Rural urban migration in Bolivia: Advantages and disadvantages.	Monograph
Anh, D.	2003	Migration in Vietnam: A review of information on current trend and patterns, and their policy implications.	Paper
Australian Bureau of Statistics	1991	Population growth and distribution in Australia.	Monograph
Banerjee, B.	1983	Social networks in the migration process: Empirical evidence on chain migration in India.	Journal Article
Balliqued J. M.	1979	Role of education in Philippines rural urban migration.	X
Bell, M., & Salut, M.	2009	Cross-national comparison of internal migration.	Paper
Bhutan Broadcasting Service Cooperation	2010	Some 30,000 houses be built to address housing crunch.	Online
Bhutan Today	2009	UNDP Urges internal migration integral to development programmes.	Online
Central Statistical Organization	1997	Statistical Year Book of Bhutan.	Monograph
Central Statistical Organization	2000	Statistical Year Book of Bhutan.	Monograph
Chen, Y., Jin, Zhe, G., & Yue, Y.	2010	Social network and the massive migration within China.	Online
Conghe S, Jackson W. L., Liming, Z., & Xingfeng, X.	2008	Empirical evidence for impacts of internal migration on vegetation dynamics in China from 1982 to 2000.	Online
Connel, J., Dasgupta, B., Laishley, R., & Lipton, M.	1976	Migration from rural areas: The evidence from village studies.	Monograph
De Haan, A.	2000	Migrants, livelihoods and rights: The relevance of migration in development policies.	Working Paper
Deshingkar, P., & Grimm S.	2005	Internal migration and development: A global perspective.	X
Deshingkar, P.	2008	Circular migration and development in India.	X
Dev, S. M., & Everson, R. E.	2003	Rural development in India: Agriculture, on-farm and migration.	X
Diniz, A. M., & Santos, R. O.	2009	The multi-scalar determinants of rural-outmigration in colonization areas of Roraima State, Brazil: An assessment of the displacement forces of frontier development upon the rural poor.	X
Economic and Social Commission for Asia and the Pacific	1995	Trends, patterns and implications of rural-urban migration in India, Nepal and Thailand.	Journal Article
Essang S. M., & Mabawonku, A. F.	1974	Determinants and impact of rural urban migration: A case study of selected communities in Western Nigeria.	X
Feldman, S.	1999	Rural-urban linkages in South Asia: Contemporary themes & policy directions.	X
Finley, S.	1977	Planning of internal migration: A review of issues and policies in developing countries.	Monograph
Gazdar, H.	2003	A review of migration issues in Pakistan.	Paper
GHK/IIED	2004	China urban poverty study.	Report
Grace, J.	2002	Female Labour Migration.	Review
Gross National Happiness Commission	2008	Tenth Five Years Plan document (2008-2013).	Monograph
Guest, P.	1994	The impact of population change on the growths of mega-cities.	Journal Article
Guest, P.	2003	Bridging the gap: Internal migration in Asia.	Paper
Guest, P.	2003	Bridging the Gap: Migration in Asia.	Monograph
Haque, S.	2005	Migration trends and patterns in South Asia and management approaches and initiatives.	Journal Article
Hare, D.	1999	'Push' versus 'Pull' factors in migration out-flows and returns: Determinants of migration status and spell duration among China's rural population.	Journal Article
Hill, P.	1972	Rural Hausa, a village and setting.	Monograph
Hossain, M. Z.	2001	Rural-urban migration in Bangladesh: A micro level study.	Monograph
Hugo, G. J.	1992	Migration and rural-urban linkages in the ESCAP region.	Paper
International Organization for Migration	2010	About migration.	Online
International Organization for Migration	2008	Migration and Development Within and Across the Borders: Research and Policy Perspectives on Internal and International Migration.	X
KC, B. K.	2004	Internal migration in Nepal, population monograph of Nepal.	Monograph
Kuensel Corporation	2009	Bhutans internal migration rate highest in South Asia.	Online
Kundu, A.	2003	Urbanization and urban governance: Search for a perspective beyond neo-liberalism.	Journal Article
Lee, E. S.	1966	A theory of migration.	Journal Article
Lewis, W. A.	1954	Economic development with unlimited supplies of labour.	Journal Article
Lipton, M.	1980	Migration from rural areas of poor countries: The impact on rural productivity and income distribution.	Journal Article
Lucas, R. E.	2005	International migration regimes and economic development.	Report
Lusome, R., & Shagat, R. B.	2006	Trends and patterns of internal migration in India, 1971-2001.	X
Massey, D., Arango, J., Hugo, G., Kouaouci, A., Pellegrino, A., & Taylor, J.	1998	Worlds in motion: Understanding international migration at the end of the millennium.	Monograph
Mendola, M.	2006	Rural outmigration and economic development at origin.	Working Paper
Mines, R., & de Janvry, A.	1982	Migration to the United States and Mexican rural development- A case study.	Journal Article
Ministry of Agriculture	2005	Rural urban migration in Bhutan.	Monograph
Nachmias, C. F., & Nachmias, D.	1996	Research methods in the social science. (5th ed.).	Monograph
National Statistics Bureau	2007	Bhutan living standard report.	Report
National Statistics Bureau	2007	Poverty analysis report.	Report
National Statistics Bureau	2008	Socio-Economic and Demographic indicators 2005.	Monograph
Oberai A. S., & Singh, H. K.	X	Causes and consequences of internal migration, 1983.	Monograph
Office of the Census Commissioner	2005	Population and housing census of Bhutan.	Monograph
Pagoso C. M., & Montana, R. A.	1985	Introductory statistics.	Monograph
Ping, H.	2003	China migration country study.	Paper
Planning Commission	1999	Bhutan 2020: A vision for peace, prosperity and happiness.	Monograph
Rainer, H., & Siedler, T.	2008	Social networks in determining migration and labor market outcomes: Evidences from the German unifications.	Working Paper
Ranis, G., & Fei, J.	1961	A theory of economic development.	Journal Article
Ravenstein, E. G.	1885	The laws of migration.	Journal Article
Rogaly, B., Coppard, D., Rafique, A., Rana, K., & Sengupta, A.	2001	Migration and welfare/illfare in Eastern Indi, a social analysis.	Journal Article
Skeldon, R.	2003	Migration and poverty.	Monograph
Rosenzwig, M.	1988	Risk, implicit contracts and the family in the rural areas of low income countries.	Journal Article
Sekhar, T. V.	1993	Migration selectivity from rural areas: Evidence from Kerala.	Journal Article
Sherubtse College	2003	Proceedings of the UNFPA funded Seminar on Population and Development.	Proceedings
Singelmann, J.	1993	Levels and trends of female internal migration in developing countries, 1960-1980.	Journal Article
Sjaastad, L. A.	1962	The cost and returns of human migration.	Journal Article
Skeldon, R.	2006	Interlinkages between internal and international migration and development in the Asian region.	Journal Article
Srivastava, R., & Bhattacharyya, S.	2003	Globalization, reforms and internal labor mobility: Analysis of recent Indian trends.	Journal Article
Stark, O.	1991	The migration of labour, Basil Blackwell, Cambridge.	X
Stark, O., & Bloom, D.	1985	The new economics of labour migration.	Journal Article
Todaro, M. P.	1969	A model of labour migration and urban unemployment in less developed countries.	Journal Article
Trashigang Dzongkhag	2002	Kanglung Gewog 9th Plan Document (2002-2007).	Monograph
United Nations	2009	Overcoming barriers: Human mobility and development.	Report
Waneschneider, T., & Mishra, P.	2003	The role of small rural towns in Bolangir District, India: A village-level perspective.	Report
Winters, P., Janvry, A., & Sadaoulet, E.	2001	Family and community networks in Mexico-U.S. Migration.	Journal Article
Yao, Y.	2001	Egalitarian land distribution and labour migration in Rural China.	Working Paper
Zhao, Y.	1999	Leaving the country side: Rural to urban migration decisions in China.	Journal Article
Zhao, Y.	2003	Rural-urban migration in China - What do we know and What do we need to know?	Monograph
X	1982	Multilingual Demographic Dictionary.	Online
X	2003	Report on Internal Migration in Japan.	Online
Achenbum, W. A., & Bengtson, V.	1994	Re-engaging the disengagement theory of aging: On the history and assessment of theory development in gerontology	X
Aljunid, S. M.	1997	The aging population: Developing coordinated plan of care in the veteran community	X
Antonucci, T.	2001	Social relations: An examination of social networks, social suport and sense of control	Book
Baltes M. M., & Carstensen, L. L.	1999	Social-psychological theories and their applications to aging: From individual to collective	Book
Baltes M. M., & Smith, J.	1999	Multilevel and systemic analvses of old age: Theoretical and empirical evidence for the fourth age	Book
Barendregt, J.	2003	Disability-adjeusted Life Years (DALY) and Disability-Adjusted Life Expectancy (DALE)	Book
Barendregt, J. J., Bonneux, L., & Van der Maas, P.	2003	From a population health indicator to a fool for policy making	Journal Article
Bengtson V. L. & Shale, K. W.	1999	Handbook of theories of aging	Book
Birren , J., & Schroots, J.	1996	History, concepts and theory in the psychology of aging	Book
Bone M. R., Bebbington, A. C., Jagger, C., Morgan, K., & Nicolas, G.	1995	Health expectancy and its uses	X
Boshuizen H., & Parenboom, R.	2003	Classification and harmonisation	Book
Brouard, N., & Lievre, A.	2002	Computing health expectancies using ImaCh (A maximum likelihood computer program using interpolation of Markov Chains), INED and Euroreves	X
Cabigon, J. V.	1995	Shifts in diseases and adult mortality . Patterns in the Philippines	X
Cabigon, J. V., & Flieger, W.	1997	1995 Gender-spcific life tables for the Philippines, its regions and provinces	X
Camacho, T. C., Strawbridge, W. J., Cohen, R. D., & Kaplan, G. A.	1993	Functional ability in the oldest old: Cumulative impact of risk factors from the preceding two decades	Journal Article	
Camagay, D.	1999	Older women as community resources: Choosing to care	X
Casterline, J. B., L. Williams & P. McDonald, P.	1986	The age differences between spouses: Variations among developing countries	X
Crimmins, E.	1996	Mixed trends in population health among older adults	Journal Article	
Crimmins, E. M., & Cambois, E.	2003	Social inequalities in health expectancy	Book
Crimmins, E. M.	2001	Mortality and health in human life spans	Journal Article
Crimmins, E., & Saito, Y.	2001	Trends in disability-free life expectancy in the social United States, 1970-1990	Journal Article
Crimmins, E., & Saito, Y.	2000	Change in the prevalence of diseases among older Americans: 1984-1994	Online
Crimmins, E., Saito, Y. & Reynolds, S.	1997	Further evidence on recent trends in prevalence and incidence of disability among older Americans from two sources: the LSOA and NHIS	Journal Article
Crimmins, E., Hayward, M. D., & Saito, Y.	1996	Differentials in active life expectancy in the older population of the United States	Journal Article
Crimmins, E. M, Hayward, M. D., & Saito, Y.	1994	Changing mortality and morbidity rates and the health status and life expectancy of older population	Journal Article
Crimmins, E & Saito, Y.	1993	Getting better and getting worse: Functional ability in an older population	Journal Article
Crimmins, E. M,, Saito, Y., & Hayward, M. D.	1993	Sullivan and Multistate Method of estimating active life expectancy: Two methods, two issues. Calculation of Health Expectancies: Harmonization, Consensus Achieved and Future Perspectives, 155-60	Book
Crimmins, E., Saito, Y., & Ingegneri, D.	1989	Changes in life expectancy and disability-free life expectancy in the United States, Population and Development Review, 15, 235-267	X
Cruz, G. T., & Berja, C.	2004	Non-sexual risk behaviors	Book
Deeg, D. J.	1993	Sex differences in IADL in the Netherlands: Functional and situational disability	Book
Deeg, D., Verbrugge. L., & Jagger, C.	2003	Disability measurement	Book
De Guzman, E., Magracia, M. L., & Zabian, Z. C.	1995	Mortality differentials in the Philippines	Monograph
Department of Social Welfare and Development and Development Academy of the Philippines	2003	An evaluative study on the Implementation of Republic Act 7432: Final report and case studies	X
Doblhammer, G., & Kytir, J.	2001	Compression or expansion of morbidity? Trends in healthy-life expectancy in the elderly Austrian population between 1978 and 1998	Journal Article
Domingo, L. J., & Marquez, M.	1999	Smoking, drinking and drug use	Book
East-West Center	2002	The future population in Asia	Book
Eberhardt, M. S., Ingram, D. D., & Makuk, D. M.	2001	Urban and rural health chartbook, health, US, 2001	X
Eitzen, S. D.	1983	Social problems	Book
Elder, G. Jr.	1994	The life course paradigm: Historical, comparative and developmental perspectives	Book
Freedman, V. A., & Martin, L. G.	1998	Understanding trends in functional limitations among older Americans	Journal Article
Fries, J.	1980	Aging, natural health, and the compression of morbidity	Journal Article
Fries, J. F.	1989	The compression of morbidity: Near or far? Milbank Memorial Fund Quarterly, 67, 208-232	X
Glass, T. A.	1998	Conjugating the 'tenses' of function: Discordance among hypothetical, experimental and enacted function in older adults.	Journal Article
Gruenberg, E. M.	1977	The failures of success	Journal Article
Ham-Chande, R.	2003	Ageing and health expectancies in urban Latin America	Book
Haveman, R. H., & Wolfe, B.	1984	Schooling and economic well-being: The role of nonmarket effects	Journal Article
Hayward, M. D., & Heron, M.	1999	Racial inequality in active life among adult Americans	Journal Article
Hayward, M. D., Peinta, A. M., & McLaughlin, D. K.	1997	Inequality in men's mortality: The socioeconomic status gradient and geographic context	Journal Article
Hermalin, A. I.	2003	The well being of the elderly in Asia: A four-country comparative study	Book
Herrin, A.	2002	The impact of economic booms and crises on fertility in selected Asian countries	X
Hogan, D., Eggebeen, D. & Clegg, C.	1993	The structure of intergenerational exchanges in American families	Journal Article
House, J. S., Kessler, R. C., & Herzog ,A. R.	1990	Age, socioeconomic status and health	Journal Article
House, J. S., Lepkowski, J. M., Kinney, A. M., Mere, R. P., Kessler, R. C., & Herzog, A. R.	1994	The social stratification of aging and health	Journal Article
Idler, E. L., & Benyami, Y.	1997	Self-rated health and mortality: A review of twenty-seven community studies	Journal Article
Ikkink, K. K., van Tilburg, T., & Knipscheer, K.	1999	Perceived instrumental support exchanges in relationships between elderly parent and their adult children: Normative and structural explanations	Journal Article
Jagger, C.	1999	Health expectancy calculation by the Sullivan Method: A practical guide	X
Jagger, C.	2003	Introduction. Determining Health Expectancies, 185-186	Book
Katz, S. A., Ford, A., Moskowitz, R., Jackson, B., & Jaffe, M.	1963	Studies of illness in the aged: The Index of ADL, a standardized measure of biological and psychological function	Journal Article
Kinsella, K., & Velkoff, V.	2001	U. S. Census Bureau, Series P95/01-l, An Aging World: 2001	Book
Knodel, J., Ofstedal, M., & Hermalin, A.	2002	The demographic, socioeconomic and cultural context of the four study countries	Book
Kramer, M.	1980	The rising pandemics of mental disorders and associated chronic diseases and disabilities	Journal Article
Liang, J., Liu, X., & Gu, S.	2001	Transitions in functional status among older people in Wuhan, China: Socioeconomic differentials	Journal Article
Lamb, V. L.	1999	Active life expectancy of the elderly in selected asian countries	X
Land, K. C., Guralnik, J. M., & Blazer, D. G.	1994	Estimating increment-decrement life tables with multiple covariates from panel data: The case of active life expectancy	Journal Article
Laditka, S. B., & Hayward, M. D.	2003	The evolution of demographic methods to calculate health expectancies	Book
Laditka, S. B., &. Wolf, D. A.	1998	New methods for analyzing active life expectancy	Journal Article
Lawton, M. P. & Brody, E.	1969	Assessment of older people: Self-maintaining and instrumental activities of daily living	Journal Article
Lieve, A. & Brouard, N.	2003	The estimation of health expectancies from cross-longitudinal surveys	Journal Article
Li, M.	2003	Health status and health expectancy for the elderly in Taiwan from 1989 to 1999	Dissertation	
Liu, X., Liang, J., Muramatsu, N., & Sugisawa, H.	1995	Transitions in functional status and active life expectancy among older people in Japan	Journal Article
Manton, K. G., & Gu, X.	2001	Changes in the prevalence of chronic disability in the United States black and nonblack population above age 65 from 1982 to 1999	Proceedings
Manton, K. G., Corder, L. S., & Staffard, E.	1997	Chronic disability trends in elderly United States populations: 1982-l994	Proceedings
Manton, K., Staliard, E., & Tolley, H. D.	1991	Limits to human life expectancy: Evidence, prospects, and implications	Journal Article
Manton, K. G.	1982	Changing concepts of morbidity and mortality in the elderly population	Journal Article
Martin, L. G.	1989	Living arrangement of the elderly in Fiji, Korea, Malaysia and the Philippines	Journal Article
Martin, L. G., &. Kinsella, K.	1994	Research on the demography of aging in developing countries	Book
Mathers, C. D., Robins, L. M., & Wikins, R.	1994	Health expectancy indicators: Recommendations for terminology	Book
Medina, B.	1991	The Filipino family: A text with selected readings	Book
Melinchok, M. D., McEnvoy, K., Stewart, A., Rimkus, A., & Yeager, A.	2002	Thesaurus of aging terminology	Book
Minois, G.	1989	 History of old age from antiquity to the renaissance	Book
Morgan S. P., & Hirosima, K.	1983	The persistence of extended family residence in Japan: Anachronism or alternate strategy?	Journal Article
Mulhorn, K. A.	2001	Levels of disability as a mortality risk factor Among the elderly	Research Paper
Murray, C. J., & Lopez, A. D,	1996	The incremental effect of age-weighting on YLLs, YLDs and DALYs: A response	Journal Article
Myers, G, Lamb, V., & E. Agree, E.	2003	Trends in health expectancies	Book
Nagi, S. Z.	1965	Some conceptual issues on disability and rehabilitation	Book
Nagi, S. Z.	1976	An epidemiology of disability among adults in the US	Journal Article
Nagi, S. Z.	1991	Disability concepts revisited: Implication for prevention. Disability in America: Toward a national agenda for prevention	Book
National Statistics Office	2004	2003 National demographic and health survey preliminary report	Report
National Statistics Office	2003	Deaths in the Philippines 2000	Online
National Statistics Office	2002	Census on population and housing	Report
National Statistics Office	1997	1995 Census-based national and regional population projections	Report
Natividad, J.	1999	Health status and health risk behavior of the elderly and the near elderly	X
Natividad, J., & Cruz, G.	2002	A feasibility study on the use of the panel design for the study of the elderly and the course of aging in the Philippines: The Visayan sample	Report	
Natividad J., & Cruz, G.	1997	Patterns in living arrangments and familial support for the elderly in the Philippines	Journal Article
Nusselder, W. J., & Looman, C.	2004	Decomposition of differences in health expectancy by cause	Journal Article
Nusselder, W. J.	2003	Compression of morbidity. Calculation of Health Expectancies: Harmonization, Consensus Achieved and Future Perspectives, 35-58	Book
Ofstedal, M. B., & Natividad, J.	2002	Patterns of health service utilization	Book
Ofstedal, M. B., Zimmer, Z., Cruz, G., Chan, A. & Lin, Y. H.	2002	A comparison of self-assessed health expectancy among older adults in several Asian setting	X
Olshansky, S. J., Rudberg, M., Carnes, B., Cassel, C., J. A. Brody, J.	1991	Trading off longer life for worsening health: The expansion of morbidity hypothesis	Journal Article
Olshansky, J., Cames, B., & Cassel, C.	1990	In search of Methuselah: Estimating the upper limits to human longevity	Journal Article
Olshansky, S.	1986	The fourth stage of the epidemiologic transition: The age of delayed and degenerative diseases	Journal Article
Omran, A.	1971	The epidemiologic transition: A theory of the epidemiology of population change	Journal Article
Orbeta, A.	2002	Population and poverty: A review of the links, evidence and implications for the Philippines	X
Peck K. M., & Coward, R. T.	1999	Gender differences in the risk of developing disability among older adults with arthritis	Journal Article
Petersen, W.	1975	Population	Book
Riley, M. W., Foner, A., & Riley, J.	1999	The aging and society paradigm	Book
Riley, M. W.	1976	Age strata in social systems	Book
Robins, J. M., Romieu, I, & Michel, J. P.	2003	Trends in health expectancies	Book
Robine, J. M., Nusselder, W., & Jagger, C.	2000	Background to health expectancies. Selection of coherent set of health indicators: A first step towards a user's guide to health expeetancies for the European Union, 5-8	Book
Robine, J. M., & Romieu, I.	1998	Healthy active aging: Health expectancies at age 65 in the different parts of the world	Book
Robins, J. M., & Mathers, C.	1993	Measuring the compression or expansion of morbidity through changes in health expectancy. Calculation of Health Expectancies: Harminization, Consensus Achieved and Future Perspective, 269-286	Book
Robine, J. M., & Ritchie, K.	1991	 Healthy life expectancy: Evaluation of global indicators of change in population health	Journal Article
Rogers, R. G., Rogers, A., & Belanger, A.	1992	Disability-free life among the elderly in the United States	Journal Article
Rogers, A., Rogers, R. G., & Belanger, A.	1990	Longer life but worsening health? Measurement and dynamics	Journal Article
Rogers, R. G., Rogers, A., & Belanger, A.	1989	Active life among the elderly in the United States: Multistate life table estimates and population projection	Journal Article
Rogers, A.	1975	Introduction to multiregional mathematical demography	Book
Ross, C., & Wu, C.	1996	Education, age and cumulative advantage in health	Journal Article
Saito, Y., Qiao, X., & Jitapunkul, S.	2003	Health expectancy in Asia	Book
Saito, Y., Crimmins, E., & Hayward, M. D.	1999	Health expectancy: An overview	Research
Schoen, R., & Woodrow, K.	1980	Labor force status life tables for the United States	Journal Article
Schoen, R.	1975	Constructing increment-decrement life tables	Journal Article
Schroots, J., & Yates, F.	1999	On the dynamics of development and aging	Book
Shankardass, M. K.	1999	The changing roles of India's older Women	X
Sihvonen, A., Kunst, A., Lahelma, E., Valkonnen, T., & Mackenback, J.	1998	Socioeconomic inequalities in health expectancy in Finland and Norway in the late 1980s	Journal Article
Silverstein, M.	1995	Stability and change in temporal distance between the elderly and their children	Journal Article
Silverstein, M., & Bengtson, V.	1991	Do close parent-child relations reduce the mortality risk of older parents?	Journal Article
Soda, O.	1999	Older women and the role of caregiving in Japan: Can the long-term care insurance relieve burden?	X
Spector, W. D., & Fleishman, J. A.	1998	Combining activities of daily living with instrumental activities of daily living to measure functional disability	Journal Article
Sullivan, D. F.	1971	A single index of mortality and morbidity	X
Uback, M. L.	2003	Congress oks bill banning smoking in public places	News
Umberson, D.	1992	Relationships between adults children and their parents: Psychological consequences for both generations	Journal Article
United Nations	1993	World Population Prospects	Book
United Nations	2002	Report of the second world assembly on aging	Book
Verbrugge, L. M., & Jette, A.	1994	The disablement process	Journal Article
Verbrugge, L. M.	1989	Recent, present, and future health of American Adults	X
Verbrugge, L. M.	1989	The Twain meet: Empirical explanations of sex differences in health and mortality	Journal Article
Verbrugge, L. M.	1984	Longer life but worsening health? Trends in health and mortality of middle-aged and older persons	Journal Article
Waidman. T., Bound, J., & Schoenbaum, M.	1995	The illusion of failure: Trends in the self-reported health of the U.S. elderly	Journal Article
Wiener, J,, Hartley, R., Clark, R., & Van Nostrand, J.	1990	Measuring the activities of daily living: Comparisons across national surveys	Journal Article
Yates, F. E., & Benton, L.	1995	Loss of integration and resiliency with age: A dissipative destruction	Book
Yates, F. E., & Benton, L.	1995	Rejoinder to Rosen's comment on biological senescence: Loss of integration and resilience	Journal Article
Zimmer, Z., Chayovan, N., Lin, H. S., & Natividad, J.	2004	How indicators of socioeconomic status relate to physical functioning of older adults in three asian societies	Journal Article
Zimmer, Z., Natividad, J., Ofstedal, M., & Lin, H.	2002	Physical and mental health and well-being	Book
Zimmer, Z., Natividad, J., Lin, H.S. & Chayovan, N.	2000	A cross-national examination of the determinants of self-assessed health	Journal Article
Zimmer, Z., Liu, X., Hermann, A., & Chuang, C.	1998	Educational attainment and transitions in functional status among older Taiwanese	Journal Article
Abas, M., Punpuing, S., Jiraprarnukpitak, T., Guest, P., & Leese, M.	2009	Rural-urban migration and depression in ageing family members left behind.	Journal Article
Adhikari, R., Jampaklay, A., & Chamratrithirong, A.	2011	Impact of children's migration on health and health care-seeking behavior of elderly left behind.	Journal Article
Agadjanian, V., Yabiku, S., & Cau, B.	2008	Men's migration and women's fertility in rural Mozambique.	Paper
Alburo, F., & Abella, D.	2002	Skilled labour migration from developing countries: Study on the Philippines.	Monograph
Amouzou, A., & Becker, S.	2009	Effects of economic status and family planning ideation on married women's fertility intentions in Ghana and Kenya.	Conference Paper
Andorka, R.	1978	Determinants of fertility in advanced societies.	Monograph
Asis, M.	2000	Migration and families in Asia.	Journal Article
Asis, M.	2006	Living with migration: Experiences of left behind children in the Philippines.	Journal Article
Battistella, G., & Conaco, C.	1998	The impact of labour migration on the children left behind: A study of elementary school children in the Philippines.	Journal Article
Battistela, G., & Conaco, C.	1996	mpact of migration on the children left behind.	Journal Article
Basu, A.	2002	Why does education lead to lower fertility: A critical review of some of the possibilities.	Journal Article
